RR_Asset_ID	RR_Material	code	percentage	Defects	PACP	RR_InspectNotes	RR_Length	RR_Diameter
52	DIP	MWL	5.00000000	1	4	LoF 4 RB? >0 defects	537.670163125908	16
167	VCP	MWL	10.00000000	1	1	NULL	342.060707272705	12
167	VCP	TF	0.00000000	3	1	NULL	342.060707272705	12
335	RCP	MSA	0.00000000	1	1	NULL	291.539568105399	12
500	BR	AMH	0.00000000	2	1	NULL	244.421570014404	60
500	BR	TBA	0.00000000	1	1	NULL	244.421570014404	60
545	VCP	TF	0.00000000	9	1	NULL	223.11100826742	12
556	VCP	TFA	0.00000000	4	1	NULL	195.216223824198	10
620	VCP	TF	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	174.961646352051	10
625	VCP	AMH	0.00000000	2	1	NULL	273.771122284573	15
625	VCP	MWL	5.00000000	1	1	NULL	273.771122284573	15
685	VCP	MWL	25.00000000	1	2	LoF 2 RF? >0 defects	297.90543195105	10
685	VCP	TFA	0.00000000	7	2	LoF 2 RF? >0 defects	297.90543195105	10
690	VCP	MCU	0.00000000	1	2	LoF 2 RF? >0 defects	269.345551179874	12
690	VCP	TFA	0.00000000	7	2	LoF 2 RF? >0 defects	269.345551179874	12
691	VCP	SAV	0.00000000	4	1	NULL	125.84636621061	12
735	CT	AMH	0.00000000	2	1	NULL	203.81018044264	10
787	VCP	AMH	0.00000000	2	1	NULL	183.796535308017	12
787	VCP	MWL	5.00000000	2	1	NULL	183.796535308017	12
865	VCP	SAV	0.00000000	1	1	NULL	298.53204449259	10
1110	VCP	RBL	75.00000000	1	4	LoF 4 RB? >0 defects	236.21546067614	10
1120	VCP	TBA	0.00000000	8	1	NULL	190.940126805602	18
1288	VCP	AMH	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	253.013332246724	10
1288	VCP	RFJ	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	253.013332246724	10
1332	CT	TB	0.00000000	1	1	NULL	406.733373344356	12
1332	CT	TFA	0.00000000	2	1	NULL	406.733373344356	12
1333	BR	RMJ	10.00000000	4	3	LoF 3 RM? >0 defects	151.315918739008	60
1333	BR	RMJ	15.00000000	4	3	LoF 3 RM? >0 defects	151.315918739008	60
1343	VCP	TFC	0.00000000	2	2	LoF 2 RF? >0 defects	113.451370806093	12
1425	VCP	TF	0.00000000	18	2	LoF 2 RF? >0 defects	401.924339189547	12
1430	VCP	CC	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	RML	30.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	RML	40.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1431	VCP	AMH	0.00000000	2	1	NULL	238.781218122722	15
1473	VCP	AMH	0.00000000	2	1	NULL	298.496456057161	10
1473	VCP	MWL	5.00000000	1	1	NULL	298.496456057161	10
1508	VCP	TF	0.00000000	4	1	NULL	300.313352223674	12
1510	VCP	TF	0.00000000	9	1	NULL	329.707140641051	15
1513	VCP	AMH	0.00000000	4	1	NULL	196.785693899372	10
1513	VCP	MWL	5.00000000	2	1	NULL	196.785693899372	10
1520	VCP	TFA	0.00000000	7	2	LoF 2 RF? >0 defects	389.688613381418	15
1620	VCP	RMJ	5.00000000	1	2	LoF 2 RF? >0 defects	232.191240196119	12
1689	VCP	TB	0.00000000	1	1	NULL	459.22488213572	15
1798	VCP	AMH	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	324.776980599261	15
1798	VCP	MWL	5.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	324.776980599261	15
1800	VCP	AMH	0.00000000	2	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1800	VCP	FM	0.00000000	1	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1800	VCP	MWL	5.00000000	1	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1820	VCP	AMH	0.00000000	2	1	NULL	385.220293077456	15
1820	VCP	MWL	5.00000000	1	1	NULL	385.220293077456	15
2024	RCP	AMH	0.00000000	1	1	NULL	576.799787794255	78
2456	PVC	AMH	0.00000000	4	1	NULL	105.586263712456	8
2456	PVC	TF	0.00000000	2	1	NULL	105.586263712456	8
2462	PVC	TBI	0.00000000	1	1	NULL	295.216043008336	8
2615	VCP	AMH	0.00000000	2	1	NULL	134.455188352504	12
52	DIP	TF	0.00000000	2	4	LoF 4 RB? >0 defects	537.670163125908	16
167	VCP	TB	0.00000000	13	1	NULL	342.060707272705	12
490	VCP	MWL	15.00000000	1	1	NULL	299.510260513899	12
500	BR	MGO	0.00000000	1	1	NULL	244.421570014404	60
545	VCP	CM	0.00000000	1	1	NULL	223.11100826742	12
547	VCP	AMH	0.00000000	2	4	LoF 4 CH2, CH#, CH$ >0 defects	307.238449717394	12
547	VCP	MWL	5.00000000	1	4	LoF 4 CH2, CH#, CH$ >0 defects	307.238449717394	12
566	VCP	TF	0.00000000	6	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	273.949308885514	12
620	VCP	MWL	5.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	174.961646352051	10
622	VCP	AMH	0.00000000	2	1	NULL	246.826335185354	12
622	VCP	MWL	5.00000000	1	1	NULL	246.826335185354	12
624	VCP	AMH	0.00000000	2	1	NULL	287.142787861667	15
624	VCP	MWL	5.00000000	1	1	NULL	287.142787861667	15
672	VCP	TB	0.00000000	5	1	NULL	396.288579171344	10
678	VCP	AMH	0.00000000	2	1	NULL	231.622938332512	12
678	VCP	MWL	5.00000000	1	1	NULL	231.622938332512	12
690	VCP	SAV	0.00000000	2	2	LoF 2 RF? >0 defects	269.345551179874	12
691	VCP	DAGS	1.00000000	4	1	NULL	125.84636621061	12
691	VCP	TFA	0.00000000	8	1	NULL	125.84636621061	12
711	VCP	TB	0.00000000	2	1	NULL	177.307932882937	12
716	VCP	MWL	5.00000000	1	1	NULL	241.740902848462	12
1087	RCP	TFA	0.00000000	2	1	NULL	261.422365103095	30
1152	RCP	AMH	0.00000000	4	1	NULL	144.374091082996	10
1152	RCP	MWL	5.00000000	2	1	NULL	144.374091082996	10
1169	VCP	AMH	0.00000000	4	1	NULL	96.6253624854161	10
1176	VCP	TFA	0.00000000	1	1	NULL	254.583565585207	24
1292	CT	TBA	0.00000000	1	1	NULL	321.483969277572	21
1302	CT	MSA	0.00000000	2	1	NULL	93.330314349056	10
1302	CT	TF	0.00000000	2	1	NULL	93.330314349056	10
1332	CT	MWL	15.00000000	1	1	NULL	406.733373344356	12
1343	VCP	MWL	5.00000000	2	2	LoF 2 RF? >0 defects	113.451370806093	12
1425	VCP	CL	0.00000000	1	2	LoF 2 RF? >0 defects	401.924339189547	12
1430	VCP	AMH	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	FM	0.00000000	4	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	JOM	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	MWL	5.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1462	VCP	MSA	0.00000000	1	1	NULL	219.486346297626	10
1463	VCP	FC	0.00000000	1	1	NULL	246.502996817602	10
1472	VCP	AMH	0.00000000	4	1	NULL	192.144311032415	10
1472	VCP	MWL	5.00000000	2	1	NULL	192.144311032415	10
1489	VCP	AMH	0.00000000	2	1	NULL	223.242555825629	10
1489	VCP	MWL	5.00000000	1	1	NULL	223.242555825629	10
1498	VCP	TFA	0.00000000	2	1	NULL	298.996116573864	10
1508	VCP	FC	0.00000000	1	1	NULL	300.313352223674	12
1512	VCP	AMH	0.00000000	2	1	NULL	294.841715944894	10
1512	VCP	MWL	5.00000000	1	1	NULL	294.841715944894	10
1568	VCP	AMH	0.00000000	2	1	NULL	206.698310503177	10
1568	VCP	MWL	2.00000000	1	1	NULL	206.698310503177	10
1582	VCP	TF	0.00000000	2	4	LoF 4 RB? >0 defects	264.849576513003	10
1620	VCP	AMH	0.00000000	1	2	LoF 2 RF? >0 defects	232.191240196119	12
1620	VCP	MWL	5.00000000	1	2	LoF 2 RF? >0 defects	232.191240196119	12
1685	VCP	TF	0.00000000	10	3	LoF 3 FM, FL, FS >0 defects	230.303425352859	15
1709	VCP	TF	0.00000000	10	1	NULL	230.050607413493	15
1781	VCP	MWL	5.00000000	1	5	LoF 5 FL, FS, FM >3 defects	317.049917450685	20
1800	VCP	CC	0.00000000	8	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1800	VCP	RFL	0.00000000	3	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1930	VCP	TFA	0.00000000	2	1	NULL	168.368789071178	12
167	VCP	AMH	0.00000000	2	1	NULL	342.060707272705	12
335	RCP	MWL	20.00000000	1	1	NULL	291.539568105399	12
566	VCP	RBL	90.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	273.949308885514	12
609	VCP	CS	0.00000000	1	1	NULL	234.748420970293	10
620	VCP	TFA	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	174.961646352051	10
690	VCP	RFJ	0.00000000	12	2	LoF 2 RF? >0 defects	269.345551179874	12
747	VCP	AMH	0.00000000	4	1	NULL	37.0323072698806	12
755	VCP	TF	0.00000000	5	1	NULL	314.80388276261	8
787	VCP	MCU	0.00000000	2	1	NULL	183.796535308017	12
902	CT	AMH	0.00000000	2	1	NULL	262.752425336472	12
969	VCP	AMH	0.00000000	4	1	NULL	186.67600620095	10
1081	RCP	TF	0.00000000	6	1	NULL	165.736743006458	12
1086	RCP	RFL	0.00000000	1	1	NULL	252.248853018855	30
1087	RCP	AMH	0.00000000	2	1	NULL	261.422365103095	30
1087	RCP	MWL	5.00000000	1	1	NULL	261.422365103095	30
1087	RCP	TFC	0.00000000	1	1	NULL	261.422365103095	30
1111	VCP	AMH	0.00000000	2	1	NULL	182.786944178637	12
1383	VCP	MWL	10.00000000	1	1	NULL	245.953400841133	15
1383	VCP	TB	0.00000000	1	1	NULL	245.953400841133	15
1430	VCP	SAM	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1459	VCP	TBA	0.00000000	2	1	NULL	246.810763863616	10
1494	VCP	TF	0.00000000	4	1	NULL	230.281305488552	12
1498	VCP	TF	0.00000000	5	1	NULL	298.996116573864	10
1500	VCP	AMH	0.00000000	4	1	NULL	153.172804702793	10
1510	VCP	MMC	0.00000000	2	1	NULL	329.707140641051	15
1512	VCP	TFA	0.00000000	1	1	NULL	294.841715944894	10
1520	VCP	MWL	5.00000000	1	2	LoF 2 RF? >0 defects	389.688613381418	15
1520	VCP	TF	0.00000000	6	2	LoF 2 RF? >0 defects	389.688613381418	15
1574	VCP	MSA	0.00000000	1	1	NULL	307.91004153202	15
1591	VCP	TB	0.00000000	4	1	NULL	417.067315309907	24
1634	VCP	AMH	0.00000000	1	1	NULL	328.843724408665	18
1688	VCP	AMH	0.00000000	2	1	NULL	460.826302131809	15
1689	VCP	AMH	0.00000000	2	1	NULL	459.22488213572	15
1716	VCP	TFD	0.00000000	1	1	NULL	213.988234430981	10
1798	VCP	B	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	324.776980599261	15
1839	VCP	TF	0.00000000	7	1	NULL	323.910137509031	12
1930	VCP	AMH	0.00000000	4	1	NULL	168.368789071178	12
1930	VCP	MWL	5.00000000	2	1	NULL	168.368789071178	12
2024	RCP	MSA	0.00000000	1	1	NULL	576.799787794255	78
2230	VCP	AMH	0.00000000	2	2	LoF 2 CL, CM, CS, FC >1 defect	303.423909523028	12
2230	VCP	MWL	10.00000000	1	2	LoF 2 CL, CM, CS, FC >1 defect	303.423909523028	12
2417	VCP	AMH	0.00000000	4	1	NULL	85.481581554065	10
2417	VCP	MWL	5.00000000	2	1	NULL	85.481581554065	10
2459	VCP	MWL	25.00000000	2	1	NULL	89.9234497184074	12
2615	VCP	MWL	45.00000000	2	1	NULL	134.455188352504	12
2812	CT	TF	0.00000000	3	1	NULL	202.753262418581	12
2831	PVC	AMH	0.00000000	4	1	NULL	198.341371278089	8
2831	PVC	MWL	5.00000000	2	1	NULL	198.341371278089	8
2879	VCP	TF	0.00000000	4	1	NULL	202.203664911804	8
2948	RCP	FC	0.00000000	1	4	LoF 4 F >0 defects	238.660332403182	10
3017	VCP	TFA	0.00000000	7	1	NULL	209.69373280301	10
3061	PVC	MWL	5.00000000	1	1	NULL	251.379976433245	8
3196	VCP	TB	0.00000000	2	2	LoF 2 RF? >0 defects	144.928259686632	18
3199	VCP	AMH	0.00000000	2	2	LoF 2 RF? >0 defects	257.119468675681	10
3199	VCP	TB	0.00000000	2	2	LoF 2 RF? >0 defects	257.119468675681	10
3299	VCP	CL	0.00000000	9	5	LoF 5 CH2, CH3, CH4 >2 defects	201.47157653394	12
3299	VCP	FL	0.00000000	3	5	LoF 5 CH2, CH3, CH4 >2 defects	201.47157653394	12
3299	VCP	TF	0.00000000	1	5	LoF 5 CH2, CH3, CH4 >2 defects	201.47157653394	12
3343	VCP	SRI	0.00000000	4	1	NULL	180.168981283182	10
3352	VCP	AMH	0.00000000	2	1	NULL	297.684479829341	10
52	DIP	AMH	0.00000000	2	4	LoF 4 RB? >0 defects	537.670163125908	16
52	DIP	RBL	80.00000000	1	4	LoF 4 RB? >0 defects	537.670163125908	16
521	VCP	MSA	0.00000000	2	1	NULL	184.688636525143	18
547	VCP	TF	0.00000000	16	4	LoF 4 CH2, CH#, CH$ >0 defects	307.238449717394	12
566	VCP	MWL	2.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	273.949308885514	12
608	VCP	MWL	2.00000000	1	1	NULL	252.741421979783	10
622	VCP	TF	0.00000000	2	1	NULL	246.826335185354	12
632	CT	TB	0.00000000	2	1	NULL	120.653457843466	24
865	VCP	MWL	2.00000000	1	1	NULL	298.53204449259	10
969	VCP	TF	0.00000000	8	1	NULL	186.67600620095	10
1066	RCP	AMH	0.00000000	2	1	NULL	200.97558000882	10
1066	RCP	MWL	5.00000000	1	1	NULL	200.97558000882	10
1087	RCP	TF	0.00000000	1	1	NULL	261.422365103095	30
1111	VCP	MWL	5.00000000	2	1	NULL	182.786944178637	12
1120	VCP	AMH	0.00000000	4	1	NULL	190.940126805602	18
1120	VCP	MWL	5.00000000	2	1	NULL	190.940126805602	18
1169	VCP	TF	0.00000000	4	1	NULL	96.6253624854161	10
1176	VCP	MWL	10.00000000	1	1	NULL	254.583565585207	24
1176	VCP	TF	0.00000000	1	1	NULL	254.583565585207	24
1288	VCP	MMC	0.00000000	3	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	253.013332246724	10
1288	VCP	MWL	5.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	253.013332246724	10
1383	VCP	AMH	0.00000000	2	1	NULL	245.953400841133	15
1425	VCP	FH4	0.00000000	2	2	LoF 2 RF? >0 defects	401.924339189547	12
1430	VCP	B	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	TF	0.00000000	17	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1460	VCP	TF	0.00000000	2	1	NULL	229.996155796454	10
1463	VCP	TFC	0.00000000	2	1	NULL	246.502996817602	10
1489	VCP	TF	0.00000000	6	1	NULL	223.242555825629	10
1494	VCP	MCU	0.00000000	1	1	NULL	230.281305488552	12
1498	VCP	AMH	0.00000000	2	1	NULL	298.996116573864	10
1498	VCP	MWL	5.00000000	1	1	NULL	298.996116573864	10
1513	VCP	MCU	0.00000000	2	1	NULL	196.785693899372	10
1520	VCP	RFL	0.00000000	1	2	LoF 2 RF? >0 defects	389.688613381418	15
1520	VCP	TB	0.00000000	1	2	LoF 2 RF? >0 defects	389.688613381418	15
1568	VCP	TF	0.00000000	6	1	NULL	206.698310503177	10
1574	VCP	AMH	0.00000000	1	1	NULL	307.91004153202	15
1574	VCP	MWL	5.00000000	1	1	NULL	307.91004153202	15
1582	VCP	AMH	0.00000000	1	4	LoF 4 RB? >0 defects	264.849576513003	10
1582	VCP	DSF	10.00000000	1	4	LoF 4 RB? >0 defects	264.849576513003	10
1582	VCP	MWL	5.00000000	1	4	LoF 4 RB? >0 defects	264.849576513003	10
1591	VCP	TFA	0.00000000	2	1	NULL	417.067315309907	24
1620	VCP	MSA	0.00000000	1	2	LoF 2 RF? >0 defects	232.191240196119	12
1688	VCP	TF	0.00000000	19	1	NULL	460.826302131809	15
1709	VCP	AMH	0.00000000	2	1	NULL	230.050607413493	15
1709	VCP	MWL	5.00000000	1	1	NULL	230.050607413493	15
1709	VCP	TFA	0.00000000	1	1	NULL	230.050607413493	15
1716	VCP	DSF	90.00000000	1	1	NULL	213.988234430981	10
1798	VCP	CM	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	324.776980599261	15
1800	VCP	CL	0.00000000	1	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1800	VCP	FC	0.00000000	1	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1800	VCP	RFJ	0.00000000	4	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1800	VCP	TB	0.00000000	1	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1839	VCP	TFA	0.00000000	1	1	NULL	323.910137509031	12
2457	PVC	MWL	5.00000000	2	1	NULL	100.230587085657	8
2626	PVC	MWL	10.00000000	1	1	NULL	320.558468175461	12
2626	PVC	TF	0.00000000	4	1	NULL	320.558468175461	12
2654	VCP	TF	0.00000000	14	4	LoF 4 RB? >0 defects	310.699915674167	12
490	VCP	MSA	0.00000000	1	1	NULL	299.510260513899	12
521	VCP	RMJ	25.00000000	2	1	NULL	184.688636525143	18
545	VCP	AMH	0.00000000	2	1	NULL	223.11100826742	12
545	VCP	MWL	5.00000000	1	1	NULL	223.11100826742	12
566	VCP	B	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	273.949308885514	12
566	VCP	RFL	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	273.949308885514	12
609	VCP	AMH	0.00000000	2	1	NULL	234.748420970293	10
620	VCP	AMH	0.00000000	4	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	174.961646352051	10
620	VCP	CM	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	174.961646352051	10
624	VCP	TBA	0.00000000	1	1	NULL	287.142787861667	15
625	VCP	TF	0.00000000	3	1	NULL	273.771122284573	15
685	VCP	AMH	0.00000000	2	2	LoF 2 RF? >0 defects	297.90543195105	10
685	VCP	MWL	45.00000000	2	2	LoF 2 RF? >0 defects	297.90543195105	10
685	VCP	SAV	0.00000000	1	2	LoF 2 RF? >0 defects	297.90543195105	10
711	VCP	AMH	0.00000000	4	1	NULL	177.307932882937	12
711	VCP	MWL	5.00000000	2	1	NULL	177.307932882937	12
716	VCP	TB	0.00000000	2	1	NULL	241.740902848462	12
787	VCP	TF	0.00000000	6	1	NULL	183.796535308017	12
863	RCP	TF	0.00000000	3	1	NULL	220.662385497678	15
864	RCP	AMH	0.00000000	2	1	NULL	314.049224468885	10
969	VCP	MWL	5.00000000	2	1	NULL	186.67600620095	10
1110	VCP	MWL	2.00000000	1	4	LoF 4 RB? >0 defects	236.21546067614	10
1169	VCP	MWL	5.00000000	2	1	NULL	96.6253624854161	10
1169	VCP	SAV	0.00000000	4	1	NULL	96.6253624854161	10
1176	VCP	TB	0.00000000	1	1	NULL	254.583565585207	24
1288	VCP	TF	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	253.013332246724	10
1332	CT	AMH	0.00000000	2	1	NULL	406.733373344356	12
1332	CT	TF	0.00000000	10	1	NULL	406.733373344356	12
1425	VCP	AMH	0.00000000	2	2	LoF 2 RF? >0 defects	401.924339189547	12
1425	VCP	MWL	5.00000000	1	2	LoF 2 RF? >0 defects	401.924339189547	12
1430	VCP	CL	0.00000000	18	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	RFJ	0.00000000	7	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	TB	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1460	VCP	MWL	5.00000000	1	1	NULL	229.996155796454	10
1460	VCP	TFA	0.00000000	1	1	NULL	229.996155796454	10
1462	VCP	TF	0.00000000	1	1	NULL	219.486346297626	10
1473	VCP	TF	0.00000000	8	1	NULL	298.496456057161	10
1508	VCP	AMH	0.00000000	2	1	NULL	300.313352223674	12
1508	VCP	MWL	5.00000000	1	1	NULL	300.313352223674	12
1513	VCP	TF	0.00000000	10	1	NULL	196.785693899372	10
1520	VCP	RFJ	0.00000000	2	2	LoF 2 RF? >0 defects	389.688613381418	15
1582	VCP	MSA	0.00000000	1	4	LoF 4 RB? >0 defects	264.849576513003	10
1591	VCP	AMH	0.00000000	2	1	NULL	417.067315309907	24
1591	VCP	MWL	5.00000000	1	1	NULL	417.067315309907	24
1677	VCP	TFD	0.00000000	1	1	NULL	461.792925964462	15
1688	VCP	MWL	5.00000000	1	1	NULL	460.826302131809	15
1716	VCP	AMH	0.00000000	1	1	NULL	213.988234430981	10
1716	VCP	MSA	0.00000000	1	1	NULL	213.988234430981	10
1716	VCP	MWL	5.00000000	1	1	NULL	213.988234430981	10
1800	VCP	TF	0.00000000	7	3	LoF 3 FM, FL, FS >0 defects	325.917757626545	12
1839	VCP	MWL	5.00000000	1	1	NULL	323.910137509031	12
2615	VCP	MSA	0.00000000	2	1	NULL	134.455188352504	12
2746	VCP	CS	0.00000000	2	2	LoF 2 CL, CM, CS, FC >1 defect	304.366722282586	12
2746	VCP	TF	0.00000000	8	2	LoF 2 CL, CM, CS, FC >1 defect	304.366722282586	12
2795	VCP	AMH	0.00000000	4	1	NULL	146.330027991896	12
2795	VCP	MWL	5.00000000	2	1	NULL	146.330027991896	12
163	PVC	AMH	0.00000000	4	1	NULL	55.1617517834636	8
163	PVC	MWL	5.00000000	2	1	NULL	55.1617517834636	8
165	PVC	AMH	0.00000000	1	1	NULL	342.676594550326	8
165	PVC	MWL	50.00000000	1	1	NULL	342.676594550326	8
327	AC	TF	0.00000000	6	1	NULL	286.421120382491	10
335	RCP	AMH	0.00000000	1	1	NULL	291.539568105399	12
500	BR	TB	0.00000000	2	1	NULL	244.421570014404	60
521	VCP	AMH	0.00000000	2	1	NULL	184.688636525143	18
521	VCP	MWL	5.00000000	2	1	NULL	184.688636525143	18
556	VCP	MWL	5.00000000	2	1	NULL	195.216223824198	10
556	VCP	TF	0.00000000	14	1	NULL	195.216223824198	10
608	VCP	TF	0.00000000	4	1	NULL	252.741421979783	10
609	VCP	CL	0.00000000	1	1	NULL	234.748420970293	10
609	VCP	TF	0.00000000	4	1	NULL	234.748420970293	10
632	CT	MWL	5.00000000	2	1	NULL	120.653457843466	24
632	CT	TF	0.00000000	2	1	NULL	120.653457843466	24
672	VCP	AMH	0.00000000	2	1	NULL	396.288579171344	10
678	VCP	TFA	0.00000000	6	1	NULL	231.622938332512	12
685	VCP	MWL	5.00000000	1	2	LoF 2 RF? >0 defects	297.90543195105	10
690	VCP	AMH	0.00000000	2	2	LoF 2 RF? >0 defects	269.345551179874	12
690	VCP	MWL	5.00000000	1	2	LoF 2 RF? >0 defects	269.345551179874	12
691	VCP	AMH	0.00000000	4	1	NULL	125.84636621061	12
863	RCP	AMH	0.00000000	2	1	NULL	220.662385497678	15
863	RCP	MWL	5.00000000	1	1	NULL	220.662385497678	15
864	RCP	MWL	2.00000000	1	1	NULL	314.049224468885	10
865	VCP	TF	0.00000000	6	1	NULL	298.53204449259	10
1066	RCP	TF	0.00000000	3	1	NULL	200.97558000882	10
1086	RCP	AMH	0.00000000	2	1	NULL	252.248853018855	30
1086	RCP	MWL	5.00000000	1	1	NULL	252.248853018855	30
1110	VCP	AMH	0.00000000	2	4	LoF 4 RB? >0 defects	236.21546067614	10
1110	VCP	RML	45.00000000	1	4	LoF 4 RB? >0 defects	236.21546067614	10
1120	VCP	TB	0.00000000	8	1	NULL	190.940126805602	18
1176	VCP	AMH	0.00000000	2	1	NULL	254.583565585207	24
1288	VCP	B	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	253.013332246724	10
1333	BR	TFC	0.00000000	2	3	LoF 3 RM? >0 defects	151.315918739008	60
1383	VCP	TF	0.00000000	10	1	NULL	245.953400841133	15
1425	VCP	TFA	0.00000000	1	2	LoF 2 RF? >0 defects	401.924339189547	12
1430	VCP	SCP	0.00000000	2	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1430	VCP	TFA	0.00000000	1	5	LoF 5 B,BSV,BVV,XB,XP >0, LoF 5 B,BSV,BVV,X,XB,XP >0	404.154793380017	12
1459	VCP	AMH	0.00000000	2	1	NULL	246.810763863616	10
1460	VCP	AMH	0.00000000	2	1	NULL	229.996155796454	10
1461	VCP	AMH	0.00000000	2	2	LoF 2 RF? >0 defects	229.635469394915	10
1461	VCP	MWL	5.00000000	1	2	LoF 2 RF? >0 defects	229.635469394915	10
1461	VCP	RFJ	0.00000000	2	2	LoF 2 RF? >0 defects	229.635469394915	10
1462	VCP	AMH	0.00000000	1	1	NULL	219.486346297626	10
1472	VCP	TFA	0.00000000	2	1	NULL	192.144311032415	10
1477	VCP	TF	0.00000000	8	1	NULL	273.070742120707	10
1499	VCP	TF	0.00000000	10	1	NULL	193.398819471219	10
1512	VCP	MCU	0.00000000	1	1	NULL	294.841715944894	10
1568	VCP	TFA	0.00000000	1	1	NULL	206.698310503177	10
1591	VCP	TF	0.00000000	8	1	NULL	417.067315309907	24
1620	VCP	RMJ	10.00000000	1	2	LoF 2 RF? >0 defects	232.191240196119	12
1677	VCP	TF	0.00000000	17	1	NULL	461.792925964462	15
1716	VCP	TF	0.00000000	5	1	NULL	213.988234430981	10
1839	VCP	AMH	0.00000000	2	1	NULL	323.910137509031	12
